name,period_d,depth_ppm,snr,prob,pred_discovery,pred_strict,truth
TOI-2524.01,7.185802936553955,11192.4995247,26.279935404474955,0.5572316646575928,1,1,1
TOI-5818.01,2.605267286300659,11139.9639243,14.785752457698372,0.34581422805786133,0,0,1
TOI-1780.01,1.7063263654708862,10980.0,47.38257527574758,0.41570988297462463,1,0,1
TOI-4428.01,1.8555744886398315,10888.0377261,10.468592289505304,0.15854522585868835,0,0,1
TOI-6170.01,2.7096309661865234,10819.0,21.33686778358554,0.5347216725349426,1,1,1
TOI-6838.01,1.5109447240829468,10693.4881603,4.796849765230446,0.16246069967746735,0,0,1
TOI-1915.01,2.292034864425659,10585.2906021,14.625504907985315,0.2797871232032776,0,0,1
TOI-4525.01,2.4841976165771484,10361.0,39.04437455875746,0.5003786683082581,1,1,1
TOI-5398.01,10.590923309326172,10290.0,10.862291935648688,0.8620162606239319,1,1,1
TOI-295.01,3.396944046020508,10192.131158,24.492758783367083,0.546678364276886,1,1,1
TOI-2206.01,1.7690120935440063,10110.2139841,74.55494708685305,0.603736937046051,1,1,1
TOI-559.01,6.983907222747803,10050.0,52.626649831598925,0.43552425503730774,1,0,1
TOI-2580.01,3.397861957550049,9960.0,29.924517173074143,0.293695867061615,0,0,1
TOI-2176.01,7.891427040100098,9822.0002486,18.75380312146332,0.6176272034645081,1,1,1
TOI-439.01,3.8558900356292725,9747.6035597,26.8428649354328,0.41868817806243896,1,0,1
TOI-1612.01,2.8641388416290283,9597.0,182.02912528704877,0.5427631139755249,1,1,1
TOI-5960.01,3.076328992843628,9490.8396842,104.52170251474766,0.45385855436325073,1,0,1
TOI-3688.01,3.2462079524993896,9405.9910446,19.361045432259175,0.47344648838043213,1,0,1
TOI-2386.01,2.756739616394043,9248.4759918,35.49983848975518,0.43795186281204224,1,0,1
TOI-4532.01,5.817645072937012,9178.0,7.773855109210377,0.5867480039596558,1,1,1
TOI-578.01,2.052868366241455,8982.0803562,25.416184789275306,0.3211419880390167,0,0,1
TOI-1373.01,3.852999687194824,8913.0,84.16339940874255,0.5127136707305908,1,1,1
