name,depth_ppm,truth,prob_baseline,pred_baseline,prob_norm_0.0015,pred_norm_0.0015,target_depth
TOI-603.01,2249.0,1,0.8724241852760315,1,0.8433575630187988,1,0.0015
TOI-1267.01,2158.1733568,1,0.8240285515785217,1,0.6452464461326599,1,0.0015
TOI-1640.01,2089.2444115,1,0.7771629691123962,1,0.8099353909492493,1,0.0015
TOI-954.01,2070.0,1,0.6688610315322876,1,0.6462115049362183,1,0.0015
TOI-4462.01,2040.0,1,0.6035945415496826,1,0.5396275520324707,1,0.0015
TOI-663.02,1969.101717,1,0.826726496219635,1,0.8473078608512878,1,0.0015
TOI-5087.01,1909.0,1,0.8701086640357971,1,0.8461440801620483,1,0.0015
TOI-969.01,1890.0,1,0.7025430202484131,1,0.7081630825996399,1,0.0015
TOI-2084.01,1810.0,1,0.8573583960533142,1,0.8626660108566284,1,0.0015
TOI-2184.01,1751.7778572,1,0.874333381652832,1,0.7551822066307068,1,0.0015
TOI-6004.01,1728.7453821,1,0.858074963092804,1,0.8031538128852844,1,0.0015
TOI-1266.02,1686.7881033,1,0.8948642611503601,1,0.8770485520362854,1,0.0015
TOI-175.01,1657.0,1,0.8462285995483398,1,0.8440959453582764,1,0.0015
TOI-5155.01,1633.7953711,1,0.8662497997283936,1,0.851190984249115,1,0.0015
TOI-178.01,1596.0,1,0.877216637134552,1,0.8703818321228027,1,0.0015
TOI-177.01,1547.1068927,1,0.814116358757019,1,0.7953540086746216,1,0.0015
TOI-5141.01,1504.894167,1,0.8423342704772949,1,0.7700309753417969,1,0.0015
TOI-942.01,1480.0,1,0.8365382552146912,1,0.6516870856285095,1,0.0015
TOI-1467.01,1437.1086027,1,0.8825500011444092,1,0.8748993277549744,1,0.0015
TOI-4512.01,1397.8148985,1,0.8896768093109131,1,0.874035656452179,1,0.0015
TOI-5524.01,1354.9640916,1,0.8260078430175781,1,0.7716002464294434,1,0.0015
TOI-333.01,1338.8791278,1,0.7968209385871887,1,0.673081636428833,1,0.0015
TOI-2081.01,1320.6016253,1,0.8735135793685913,1,0.8509949445724487,1,0.0015
TOI-2018.01,1310.6803156,1,0.8784904479980469,1,0.8659738302230835,1,0.0015
TOI-4491.01,1290.0,1,0.8697132468223572,1,0.8437904119491577,1,0.0015
TOI-444.01,1266.94519,1,0.8912495374679565,1,0.831354022026062,1,0.0015
TOI-1339.01,1238.0,1,0.8737603425979614,1,0.8585997223854065,1,0.0015
TOI-6251.01,1215.2495801,1,0.8828216195106506,1,0.7383514046669006,1,0.0015
TOI-5558.01,1202.7716675,1,0.8826323747634888,1,0.8001320362091064,1,0.0015
TOI-1695.01,1183.6060713,1,0.8438621163368225,1,0.8051378726959229,1,0.0015
TOI-4559.01,1160.5626137,1,0.8862932920455933,1,0.8749502301216125,1,0.0015
TOI-139.01,1149.7328034,1,0.8728137016296387,1,0.8122447729110718,1,0.0015
TOI-1174.01,1136.0,1,0.892086923122406,1,0.8901828527450562,1,0.0015
