kepoi_name,ss,snr
K03319.02,0,29.4
K04790.01,0,10.4
K04791.01,0,7.2
K00806.05,0,12.3
K03208.01,0,15.7
K04792.01,0,9.9
K04862.01,0,12.6
K04863.01,0,7.6
K04864.01,0,11.4
K04865.01,0,10.2
K04866.01,0,14.1
K03252.01,0,24.3
K03253.01,0,24.6
K03254.01,0,18.8
K03255.01,0,27.1
K03256.01,1,10.8
K03319.03,0,18.1
K03320.01,0,495.3
K03321.01,1,265.2
K03322.01,1,1669.4
K03323.01,0,12.5
K07721.01,0,33.5
K04793.01,0,8.7
K04794.01,0,11.3
K04795.01,0,13.1
K04796.01,0,8.4
K04797.01,0,8.6
K04867.01,0,10.6
K04868.01,0,10.6
K04869.01,0,11.8
K04870.01,0,10.0
K03218.01,0,17.4
K01151.03,0,13.9
K03257.01,0,18.1
K03258.01,0,11.3
K03259.01,0,11.3
K03260.01,0,22.7
K03328.01,1,110.8
K03329.01,0,13.5
K07716.01,0,8.3
K03330.01,0,13.0
K03331.01,1,1820.5
K03332.01,1,127.1
K04798.01,0,9.6
K04799.01,0,9.7
K07722.01,0,9.5
K04800.01,0,7.3
K04801.01,0,10.1
K03209.01,0,27.8
K04871.01,0,9.3
K04872.01,0,15.1
K04873.01,0,13.5
K04874.01,0,12.5
K04875.01,0,10.3
K03261.01,0,18.7
K03262.01,0,16.4
K03263.01,0,131.0
K07707.01,1,12.7
K03264.01,0,11.9
K03265.01,1,179.3
K04732.01,1,18.0
K03200.01,0,17.1
K04733.01,0,11.5
K04734.01,0,10.0
K04735.01,0,9.9
K04802.01,0,15.3
K04803.01,0,10.7
K04804.01,0,11.0
K04805.01,0,8.0
K04806.01,0,12.5
K04807.01,1,6.8
K04876.01,0,11.6
K04877.01,0,10.5
K04878.01,0,8.5
K04879.01,0,11.5
K04880.01,0,11.2
K03266.01,0,17.0
K01151.04,0,12.0
K03267.01,0,14.1
K03268.01,1,16.2
K03269.01,1,147.9
K07708.01,0,8.8
K04736.01,0,79.1
K04737.01,0,10.2
K04738.01,0,11.5
K04739.01,0,4.4
K04740.01,0,8.7
K04808.01,0,13.2
K04809.01,0,7.0
K04810.01,0,10.6
K04811.01,0,15.8
K03211.01,0,3.3
K04812.01,0,11.1
K03219.01,1,31.1
K04881.01,0,12.5
K04882.01,0,12.2
K04883.01,1,
K04884.01,0,9.2
K04885.01,0,10.1
K03270.01,1,37.3
K03271.01,0,12.6
K03271.02,0,11.2
K03273.01,0,49.3
K03274.01,0,9.6
K04741.01,0,11.8
K07709.01,0,10.3
K04742.01,0,13.1
K03202.01,0,20.7
K04743.01,1,10.3
K04744.01,0,8.2
K04813.01,0,7.5
K04814.01,0,16.2
K04815.01,0,9.5
K04816.01,0,10.0
K04817.01,0,27.7
K04886.01,0,12.1
K04887.01,0,33.3
K04888.01,0,108.6
K04889.01,0,
K04890.01,0,11.4
K01042.02,1,
K03275.01,1,155.6
K03276.01,1,131.4
K01151.05,0,12.0
K03277.01,0,18.2
K03278.01,1,17.5
K04745.01,0,12.7
K04746.01,1,8.8
K04747.01,0,12.2
K04748.01,0,12.4
K07710.01,0,19.3
K04749.01,0,10.4
K04818.01,0,8.3
K04819.01,0,19.9
K04820.01,0,10.3
K04821.01,0,7.5
K03212.01,0,7.3
K03220.01,0,54.3
K04891.01,0,11.6
K04892.01,0,12.1
K04893.01,0,8.2
K04894.01,0,9.6
K07723.01,0,11.1
K03279.01,0,13.9
K03280.01,0,13.6
K03282.01,0,17.8
K03284.01,0,14.5
K03285.01,0,15.3
K07698.01,0,14.8
K04750.01,0,10.2
K04751.01,0,11.0
K04752.01,0,13.0
K03203.01,0,25.9
K04753.01,0,14.3
K04822.01,0,11.2
K04823.01,0,8.7
K04824.01,0,11.3
K04825.01,0,11.1
K04826.01,0,12.7
K04895.01,0,10.2
K04896.01,0,8.8
K04897.01,0,14.7
K04898.01,0,8.7
K04899.01,0,8.8
K03286.01,0,11.3
K03287.01,0,21.9
K03288.01,0,25.7
K01192.02,0,91.1
K03289.01,1,17.9
K04754.01,0,11.0
K04755.01,0,10.5
K04756.01,0,11.3
K07699.01,1,1766.7
K04757.01,0,15.2
K04758.01,0,7.9
K04827.01,0,11.6
K04828.01,0,18.5
K04829.01,0,11.3
K04829.02,0,8.6
K04830.01,0,11.9
K04900.01,0,10.3
K03221.01,0,56.4
K04901.01,1,10.8
K04902.01,0,10.3
K04903.01,1,19.7
K03291.01,1,136.5
K03292.01,1,36.9
K03293.01,1,125.0
K03294.01,1,90.5
K03295.01,1,20.3
K04759.01,0,10.1
K04760.01,0,14.2
K04761.01,1,11.9
K04762.01,0,11.5
K03204.01,0,32.0
K07700.01,0,20.7
K03213.01,1,225.1
K04831.01,0,8.0
K04832.01,0,85.7
K04833.01,0,11.3
K04834.01,0,12.3
K07711.01,0,12.3
K03501.01,0,768.9
K03502.01,0,89.9
K03503.01,0,8.5
K03504.01,0,40.8
K03505.01,1,27.1
K07717.01,1,374.1
K03588.01,1,608.9
K03589.01,1,1597.3
K03590.01,1,879.2
K03591.01,1,154.4
K01873.02,0,15.4
K07778.01,0,15.1
K03592.01,1,301.4
K01613.02,0,10.6
K03365.01,0,12.6
K03366.01,0,9.4
K03367.01,0,10.6
K03368.01,0,10.7
K03369.01,1,950.0
K03434.01,0,10.4
K03435.01,0,13.6
K03436.01,0,18.6
K07746.01,0,10.3
K03437.01,0,14.9
K03437.02,0,11.4
K03506.01,1,32.5
K03510.01,1,332.8
K01803.02,0,12.7
K07764.01,0,13.1
K03511.01,1,5357.7
K03512.01,1,4322.4
K03513.01,1,5219.5
K03593.01,1,2426.9
K03594.01,1,922.1
K07779.01,0,9.4
K03595.01,1,1331.0
K03596.01,1,1539.9
K03597.01,1,319.1
K03370.01,0,5.8
K03370.02,0,7.5
K07735.01,0,9.6
K03371.01,0,13.8
K03372.01,0,17.7
K03373.01,1,751.5
K03438.01,0,17.1
K01731.02,0,13.9
K07747.01,0,170.0
K03439.01,0,24.3
K03440.01,0,12.2
K03441.01,1,2206.5
K03514.01,0,4594.8
K03515.01,1,3583.1
K07766.01,0,10.1
K03516.01,1,1161.1
K03517.01,1,1866.7
K03518.01,1,2427.5
K03520.01,1,6788.8
K03598.01,1,551.3
K03599.01,1,559.2
K03600.01,1,1033.2
K03601.01,1,997.8
K01875.02,0,46.6
K03602.01,1,846.1
K01627.03,0,10.4
K07736.01,1,7.6
K03374.01,0,13.3
K03374.02,0,11.7
K03375.01,0,12.1
K03376.02,0,
K03377.01,0,12.4
K03443.01,0,20.0
K07748.01,0,11.8
K03444.01,0,13.7
K03444.02,0,57.0
K03444.03,0,9.2
K03445.01,0,22.3
K03521.01,1,3766.3
K07768.01,0,9.0
K01806.02,0,18.8
K03522.01,1,4257.4
K03523.01,1,7056.8
K03524.01,1,1113.2
K03525.01,0,1178.0
K03603.01,1,2270.6
K07780.01,0,7.0
K03604.01,1,2048.7
K03605.01,1,961.4
K03606.01,1,1548.2
K03607.01,1,932.1
K03608.01,1,733.5
K03379.01,0,17.3
K03380.01,0,18.8
K03382.01,0,16.2
K03383.01,0,14.4
K03384.01,0,11.7
K07749.01,0,10.8
K03446.01,1,12.4
K03448.01,0,12.6
K01747.02,0,
K03449.01,1,990.3
K03450.01,1,15.6
K03451.01,0,11.8
K03526.01,1,1638.0
K03527.01,1,2314.5
K03528.01,1,4958.6
K03529.01,1,1804.1
K03530.01,0,1246.3
K07781.01,0,137.7
K03531.01,1,2424.0
K03609.01,1,1467.6
K03610.01,1,259.4
K03610.02,1,
K01899.02,0,8.9
K03611.01,1,842.1
K07737.01,0,6.4
K03612.01,1,1018.8
K01628.02,0,22.4
K03384.02,0,28.3
K03385.01,1,1012.2
K03386.01,1,1008.1
K07750.01,0,13.9
K03387.01,0,8.7
K03452.01,1,1256.8
K03454.01,1,3506.5
K03455.01,0,11.6
K03456.01,0,17.8
K07769.01,0,6.0
K03457.01,1,81.6
K00332.02,0,12.3
K01806.03,0,16.6
K03532.01,1,765.3
K03533.01,1,2163.4
K07783.01,0,17.3
K03534.01,1,1349.8
K03535.01,1,1210.8
K03618.01,1,1419.0
K03619.01,1,625.1
K03620.01,1,879.0
K01905.02,0,20.0
K03621.01,1,249.5
K03388.01,1,63.7
K03389.01,0,13.2
K03390.01,1,1003.7
K07751.01,0,9.2
K03391.01,0,12.6
K03392.01,1,1219.4
K03458.01,0,11.8
K03459.01,0,12.6
K01750.02,0,12.8
K07770.01,0,9.9
K03460.01,0,15.5
K03461.01,1,11.2
K03536.01,1,2016.1
K03537.01,1,796.5
K03538.01,0,1952.3
K07782.01,0,11.5
K03539.01,1,1386.8
K03540.01,1,185.6
K03627.01,1,699.9
K03627.02,1,389.8
K03628.01,1,
K03629.01,1,362.1
K00352.02,0,14.7
K03393.01,0,15.1
K01650.02,0,36.7
K03394.01,0,14.1
K03395.01,0,11.4
K07753.01,1,10.2
K03396.01,0,12.5
K03462.01,0,11.5
K03462.02,0,10.7
K03464.01,1,37.5
K03465.01,0,14.6
K07771.01,0,9.8
K03466.01,1,1725.6
K03541.01,1,3162.0
K01823.02,1,67.1
K03542.01,1,2060.3
K03543.01,1,2000.2
K07727.01,0,13.7
K03544.01,1,445.7
K03545.01,1,1160.6
K03613.01,1,661.4
K03614.01,1,296.8
K03615.01,1,272.6
K07738.01,1,1.5
K03616.01,1,1361.5
K03617.01,1,858.8
K03397.01,0,12.6
K03398.01,0,16.3
K03398.02,0,25.0
K07754.01,0,12.3
K03398.03,0,9.5
K03399.01,1,23.9
K03467.01,1,1112.0
K03468.01,0,13.5
K03469.01,0,23.8
K07772.01,0,9.8
K01781.03,0,66.0
K03470.01,0,12.1
K03546.01,1,397.1
K03547.01,1,1836.8
K03548.01,1,970.9
K07728.01,0,12.0
K03549.01,1,884.9
K03550.01,1,619.8
K03551.01,1,1887.7
K03622.01,1,245.2
K03623.01,1,140.0
K07739.01,0,7.0
K03624.01,1,419.0
K03625.01,1,1905.1
K03626.01,1,434.9
K03400.01,0,173.7
K03401.01,0,11.9
K07756.01,0,13.3
K01681.02,0,16.8
K03402.01,1,1701.1
K03403.01,0,29.4
K03470.02,0,14.3
K03471.01,1,205.4
K07773.01,0,8.7
K03472.01,0,10.6
K03473.01,0,27.4
K03474.01,0,15.3
K01830.02,0,62.1
K03552.01,1,978.2
K07729.01,0,6.8
K03553.01,1,1649.5
K03554.01,1,1500.7
K03555.01,1,3433.7
K03556.01,1,2084.3
K03334.01,1,2279.1
K03335.01,0,14.7
K03336.01,1,1421.7
K00284.04,0,16.4
K01525.02,0,10.1
K03403.02,0,16.4
K07757.01,0,4.8
K03404.01,0,13.0
K03407.01,0,17.8
K03408.01,0,15.6
K03409.01,1,51.3
K03475.01,1,18.2
K03476.01,1,1221.2
K03477.01,0,13.4
K03479.01,1,3625.5
K01788.02,0,11.7
K03557.01,1,2804.3
K07730.01,1,
K03558.01,1,1870.0
K03559.01,1,804.0
K03560.01,1,2624.0
K03561.01,1,446.1
K01833.02,0,28.5
K07740.01,1,672.7
K03337.01,0,13.6
K03338.01,1,102.9
K03338.02,1,100.4
K03339.01,0,21.6
K03340.01,0,12.2
K03340.02,0,15.4
K03410.01,0,14.6
K03411.01,0,101.4
K03412.01,0,18.2
K01681.03,0,11.7
K03413.01,1,2070.3
K07774.01,0,8.8
K03480.01,0,9.6
K03481.01,0,13.1
K03482.01,0,13.3
K03483.01,0,11.9
K03484.01,0,17.0
K07731.01,1,2158.5
K03562.01,1,3573.1
K03563.01,1,1184.8
K03564.01,1,421.6
K03565.01,1,1471.6
K03566.01,0,2441.7
K07741.01,0,9.4
K03567.01,1,1374.0
K03341.01,0,16.4
K03341.02,0,12.3
K03342.01,1,2261.9
K03343.01,0,10.9
K01545.02,1,
K03344.01,0,14.5
K03414.01,1,541.3
K03415.01,0,7.4
K03416.01,0,14.2
K03417.01,0,20.8
K03418.01,0,18.9
K03485.01,0,63.7
K03486.01,0,19.1
K03487.01,1,296.0
K03489.01,1,3571.6
K07732.01,0,12.9
K03490.01,0,15.9
K03568.01,1,359.7
K03569.01,1,1109.2
K03570.01,1,1833.7
K03571.01,1,1909.2
K07742.01,1,22.8
K01833.03,0,20.2
K03572.01,1,159.3
K03344.02,0,16.0
K03345.01,0,11.6
K03346.01,0,21.5
K07759.01,0,11.8
K03347.01,0,15.7
K03348.01,0,16.2
K03419.01,1,656.5
K03420.02,0,10.8
K03421.01,0,17.3
K07775.01,0,6.6
K03422.01,0,5.2
K01707.02,0,18.1
K01792.02,0,56.6
K03491.01,1,169.5
K03492.01,1,13.6
K07733.01,0,5.2
K03493.01,0,15.4
K03495.01,0,10.4
K03573.01,1,163.6
K03574.01,1,464.2
K03575.01,1,1731.4
K07743.01,0,10.8
K03576.01,1,305.2
K03577.01,1,1759.1
K03349.01,0,20.8
K03350.01,1,1268.8
K03351.01,1,1246.3
K07761.01,0,8.5
K03352.01,0,15.1
K01562.02,0,13.8
K03423.01,0,12.3
K03424.01,1,1524.8
K03425.01,0,22.9
K07776.01,0,18.1
K03425.02,0,17.4
K03426.01,0,13.2
K03495.02,0,9.7
K03496.01,0,15.5
K03496.02,0,10.3
K07734.01,0,7.0
K03497.01,0,26.8
K03498.01,1,26.1
K03578.01,1,1241.0
K03579.01,1,1526.2
K03580.01,1,1411.3
K03581.01,1,469.5
K07744.01,0,7.5
K01837.02,0,24.5
K03582.01,1,1179.7
K03353.01,0,16.1
K03354.01,0,9.6
K03355.01,0,12.9
K07762.01,0,8.9
K03356.01,0,13.8
K03357.01,1,1238.8
K03427.01,1,1274.3
K03428.01,0,13.9
K03429.01,0,9.8
K07777.01,0,14.4
K03429.02,0,18.5
K03429.03,0,8.8
K00302.02,1,
K03499.01,0,9.4
K01792.03,0,47.8
K03499.02,0,16.4
K03500.01,0,33.9
K03500.02,0,12.1
K03583.01,1,1081.7
K03584.01,1,1320.5
K03585.01,1,728.8
K07745.01,1,15.3
K03586.01,1,287.6
K03587.01,0,444.7
K03358.01,0,39.5
K03360.01,1,1018.4
K03361.01,0,19.8
K07763.01,0,12.7
K03362.01,1,236.2
K03363.01,0,29.0
K01718.02,0,12.7
K03430.01,0,11.2
K03431.01,0,19.7
K07808.01,0,14.0
K03432.01,0,15.1
K03433.01,0,28.7
K03816.01,0,81.1
K03817.01,1,374.5
K03818.01,0,26.9
K07788.01,0,9.4
K03819.01,0,587.9
K03820.01,0,94.7
K03893.01,0,36.6
K02092.03,0,12.9
K03894.01,1,33.4
K03895.01,1,56.3
K03896.01,1,14.4
K03897.01,0,78.3
K03667.01,1,160.6
K01955.03,0,24.1
K03668.01,1,286.7
K03669.01,1,221.1
K03670.01,1,79.8
K02011.02,0,13.9
K03743.01,1,190.7
K03744.01,0,31.8
K03745.01,1,84.3
K03746.01,1,374.6
K03747.01,0,100.5
K03821.01,0,229.6
K03822.01,1,73.4
K03823.01,0,56.3
K03824.01,0,251.6
K00435.03,0,27.5
K03898.01,1,311.7
K03899.01,1,716.6
K03900.01,1,26.5
K03901.01,0,32.4
K03902.01,1,35.4
K03903.01,1,100.5
K03671.01,1,483.9
K03672.01,1,268.7
K03673.01,1,316.1
K03674.01,1,320.6
K03675.01,1,197.6
K03676.01,0,314.9
K03747.02,0,10.1
K03748.01,1,445.8
K03749.01,0,160.5
K03750.01,1,273.5
K03751.01,1,353.0
K02055.02,0,23.9
K03825.01,1,829.1
K03826.01,1,132.5
K03827.01,1,60.0
K03827.02,1,
K03828.01,1,107.8
K02093.02,0,18.3
K03904.01,1,17.9
K03905.01,1,70.0
K03906.01,1,63.9
K03907.01,1,23.1
K07792.01,0,8.8
K03677.01,1,510.8
K01955.04,0,22.0
K03678.01,0,526.1
K03679.01,1,483.9
K03680.01,0,380.9
K03681.01,0,1244.4
K02018.02,0,10.9
K03752.01,1,159.3
K03753.01,1,534.0
K03754.01,1,169.4
K03755.01,1,380.6
K03756.01,1,94.5
K03830.01,1,178.5
K03831.01,1,1490.3
K03832.01,1,50.7
K03834.01,1,87.2
K03835.01,0,54.5
K02055.03,0,18.9
K03908.01,0,51.5
K03909.01,0,34.6
K03910.01,0,56.2
K03911.01,0,24.3
K03912.01,0,18.9
K07793.01,0,8.9
K03681.02,0,21.6
K03682.01,1,437.2
K03683.01,0,562.8
K03684.01,1,1338.1
K03685.01,1,413.8
K03685.02,0,40.1
K03757.01,0,193.0
K03758.01,1,137.6
K03759.01,1,177.0
K03760.01,1,205.1
K03761.01,0,65.7
K07810.01,0,13.8
K03836.01,0,107.0
K03837.01,1,66.4
K03838.01,1,68.5
K03839.01,1,120.8
K03840.01,1,488.6
K07789.01,0,9.1
K03913.01,0,87.0
K02093.03,0,22.1
K03914.01,0,113.1
K03915.01,1,78.3
K03916.01,0,28.9
K07794.01,0,11.1
K01960.02,0,16.9
K03686.01,1,192.4
K03687.01,1,404.9
K03688.01,1,347.3
K03689.01,0,385.7
K07800.01,0,20.8
K02028.03,0,13.7
K03762.01,0,170.1
K03763.01,1,691.2
K03765.01,1,620.8
K03766.01,0,285.2
K03841.01,1,298.6
K07811.01,1,23.8
K03842.01,0,806.5
K03843.01,0,54.7
K03844.01,1,88.6
K03845.01,1,38.2
K02055.04,0,9.9
K03925.01,0,43.4
K03925.02,0,18.3
K03925.03,0,14.6
K03926.01,0,110.9
K03927.01,0,93.0
K03690.01,1,453.0
K07795.01,0,9.3
K03691.01,1,175.6
K03691.02,1,
K03692.01,1,552.8
K03693.01,1,150.9
K03694.01,1,145.7
K03767.01,0,145.9
K07801.01,0,9.6
K03768.01,1,221.4
K03769.01,1,309.1
K03770.01,0,185.3
K03771.01,1,118.1
K03772.01,1,195.3
K03846.01,1,58.1
K03847.01,1,37.8
K03848.01,0,53.3
K03849.01,1,236.8
K03850.01,0,38.2
K03851.01,0,453.9
K03917.01,0,8.5
K03918.01,1,437.1
K03919.01,1,38.4
K03920.01,1,41.9
K03921.01,1,93.8
K01972.02,0,18.9
K03695.01,1,42.6
K03696.01,1,293.8
K03697.01,1,224.5
K03698.01,1,206.3
K02029.03,0,8.1
K03773.01,1,
K07802.01,0,8.3
K03775.01,1,510.0
K03776.01,1,193.4
K03777.01,0,7.6
K03852.01,0,129.3
K03853.01,1,171.5
K07784.01,0,7.1
K03854.01,1,46.1
K03855.01,1,263.1
K02059.02,0,11.1
K03856.01,1,36.3
K03922.01,1,57.7
K03923.01,1,34.5
K00435.04,0,30.7
K02094.02,0,16.6
K03924.01,1,1207.6
K03699.01,1,124.6
K03700.01,1,541.7
K03701.01,1,289.1
K03702.01,1,537.2
K03703.01,1,286.4
K03704.01,1,174.4
K03778.01,1,163.5
K03779.01,1,83.5
K07803.01,0,25.1
K03780.01,1,106.0
K03782.01,1,126.9
K03783.01,1,56.8
K03857.01,0,1069.5
K03858.01,1,45.5
K03859.01,0,1571.6
K03860.01,1,89.2
K03861.01,1,21.5
K03862.01,0,35.3
K03928.01,0,31.5
K03929.01,1,16.6
K07790.01,0,12.0
K03930.01,0,68.2
K03931.01,1,94.7
K02098.02,0,25.6
K01986.02,0,16.0
K03705.01,1,1585.2
K07796.01,0,8.5
K03706.01,0,1837.9
K03707.01,1,449.1
K03708.01,1,599.8
K03784.01,1,114.8
K02029.04,0,7.2
K07804.01,0,14.9
K03785.01,0,103.3
K03786.01,1,224.0
K03787.01,0,157.4
K03862.02,0,27.1
K03863.01,0,22.1
K07785.01,0,9.5
K03864.01,0,41.6
K02061.02,0,12.6
K03864.02,0,17.3
K01905.03,0,20.7
K03630.01,1,631.5
K03631.01,1,508.4
K03632.01,1,257.4
K03633.01,1,324.0
K03634.01,1,1413.9
K03709.01,1,216.1
K03710.01,1,82.0
K07797.01,0,7.7
K03711.01,1,201.9
K03712.01,1,197.0
K03713.01,1,262.2
K03714.01,1,44.9
K03788.01,1,60.7
K03789.01,0,261.1
K07805.01,1,11.1
K03790.01,1,239.6
K03791.01,0,181.0
K03792.01,1,23.8
K03793.01,0,317.1
K03865.01,1,38.3
K03866.01,1,304.2
K03867.01,0,47.4
K03868.01,1,39.9
K03869.01,1,17.5
K03635.01,1,153.3
K03636.01,1,1037.3
K03637.01,1,101.9
K03638.01,1,247.2
K03639.01,1,208.6
K01915.02,0,18.9
K01992.02,0,14.9
K03715.01,1,236.6
K03716.01,0,
K03717.01,1,227.5
K03718.01,1,174.9
K03719.01,1,867.8
K03794.01,0,217.4
K02034.02,0,7.0
K07806.01,1,40.4
K03795.01,1,1513.7
K03796.01,1,223.1
K03797.01,1,29.0
K03870.01,1,78.4
K03871.01,0,47.6
K03872.01,1,87.9
K03873.01,0,619.6
K02076.02,0,93.8
K03640.01,1,844.7
K03641.01,1,535.1
K03641.02,1,
K03642.01,1,298.7
K03643.01,1,448.0
K03644.01,1,563.0
K03644.02,1,
K03720.01,1,370.9
K03721.01,1,108.2
K03722.01,0,
K03723.01,0,209.2
K03724.01,1,131.0
K03798.01,1,160.2
K03799.01,1,218.7
K07807.01,0,9.4
K03800.01,1,92.4
K03801.01,0,96.8
K03802.01,1,195.7
K03874.01,1,86.1
K03875.01,1,43.8
K07786.01,0,10.3
K03876.01,0,37.2
K03877.01,1,67.0
K03878.01,0,69.3
K03645.01,1,508.6
K03646.01,1,834.3
K03647.01,1,526.6
K07791.01,0,8.6
K01922.03,0,42.3
K03648.01,1,352.3
K03649.01,1,904.0
K00416.03,0,11.6
K02004.02,0,18.4
K07798.01,0,10.7
K03725.01,1,76.7
K03726.01,1,102.4
K03727.01,1,164.7
K03803.01,1,71.2
K03804.01,1,39.3
K02039.02,0,11.5
K03805.01,0,76.3
K03806.01,0,84.1
K03879.01,0,157.1
K03880.01,0,25.8
K03881.01,1,89.7
K03882.01,1,164.5
K03883.01,1,241.0
K03650.01,1,83.1
K03651.01,1,204.9
K03652.01,1,639.8
K03653.01,1,1215.2
K03654.01,1,250.9
K03655.01,1,274.2
K03728.01,0,56.4
K03729.01,0,143.2
K03729.02,0,
K03730.01,1,334.3
K03731.01,0,284.0
K07799.01,1,94.5
K03732.01,1,551.7
K03807.01,0,463.4
K03808.01,1,751.1
K03809.01,1,118.6
K03810.01,0,166.8
K03811.01,0,69.1
K02078.02,0,25.2
K03884.01,1,42.2
K03885.01,0,37.4
K03886.01,1,103.6
K07787.01,0,9.7
K03887.01,1,32.0
K03656.01,1,367.3
K03657.01,1,243.2
K01932.02,0,10.5
K03658.01,1,129.5
K03659.01,1,617.7
K03660.01,1,100.4
K03733.01,1,154.0
K02004.03,0,9.3
K03734.01,1,366.4
K03735.01,1,177.9
K03736.01,1,231.7
K03737.01,1,90.4
K03812.01,0,123.1
K03813.01,0,81.6
K03814.01,0,71.9
K02048.02,0,12.6
K03815.01,0,10.9
K03888.01,1,67.3
K03889.01,1,38.7
K03890.01,1,98.9
K03891.01,0,35.1
K03892.01,0,33.7
K03661.01,1,254.8
K03662.01,1,472.3
K03663.01,0,696.0
K03664.01,1,3176.9
K03665.01,1,247.0
K03666.01,1,855.4
K03738.01,0,252.4
K03739.01,1,1598.3
K03740.01,1,2065.8
K03741.01,1,262.4
K03741.02,0,6.6
K03742.01,1,1475.4
K01776.01,1,74.1
K01792.01,0,328.0
K02027.01,0,43.1
K07848.01,0,9.9
K01859.01,1,38.9
K01953.01,0,26.1
K02088.01,0,69.4
K02089.01,0,20.7
K02112.01,0,9.2
K02118.01,0,19.2
K02127.01,0,13.2
K01312.02,0,
K01408.02,0,
K03964.01,0,273.8
K03965.01,0,58.8
K03966.01,0,28.0
K03967.01,0,55.7
K03967.02,0,47.8
K03968.01,1,41.9
K01666.01,0,32.6
K01667.01,1,277.9
K01668.01,1,28.8
K01670.01,0,17.9
K01671.01,0,21.3
K01782.01,1,268.5
K01821.01,0,31.3
K01844.01,0,70.5
K07849.01,0,8.5
K01993.01,1,29.9
K01865.01,0,18.3
K02320.01,0,16.0
K02322.01,0,8.7
K02326.01,0,
K02330.01,0,22.1
K02334.01,0,
K02349.01,0,6.7
K02359.01,0,30.1
K02158.02,0,12.3
K03969.01,1,27.2
K03970.01,0,35.5
K03971.01,1,23.8
K03972.01,1,58.4
K01673.01,0,20.7
K01674.01,1,27.1
K01676.01,0,66.7
K01678.01,1,339.2
K07837.01,0,11.4
K01679.01,1,73.0
K01785.01,1,99.2
K01954.01,1,36.6
K01742.01,1,607.2
K01806.01,0,147.1
K07850.01,0,9.8
K01745.01,0,304.1
K01795.01,1,20.0
K02362.01,0,23.3
K02391.01,0,49.1
K02394.01,0,
K02396.01,1,57.2
K02446.01,0,20.2
K00439.02,0,
K02480.01,0,33.4
K03973.01,0,70.6
K03974.01,0,628.2
K03975.01,0,25.5
K03976.01,1,194.9
K03977.01,1,195.6
K01682.01,0,7.8
K01689.01,1,153.1
K01690.01,0,18.8
K07838.01,1,10.2
K01691.01,1,86.8
K01694.01,0,43.0
K01846.01,0,51.8
K01966.01,0,35.5
K01796.01,1,124.9
K07851.01,0,8.3
K01957.01,0,84.4
K01827.01,1,47.5
K01823.01,1,39.1
K02500.01,0,43.2
K02502.01,0,
K02515.01,0,
K02568.01,0,21.0
K02570.01,0,21.9
K02575.01,0,6.5
K02584.01,0,6.9
K03978.01,1,45.3
K02162.02,0,13.9
K03979.01,1,35.3
K03980.01,1,49.1
K03981.01,0,17.1
K01695.01,0,16.6
K01696.01,1,38.0
K07839.01,0,12.9
K01697.01,0,32.5
K01698.01,0,25.3
K01699.01,0,42.1
K01981.01,0,21.5
K01926.01,0,
K01896.01,1,108.2
K07852.01,1,11.3
K01763.01,0,19.3
K01807.01,1,284.3
K01999.01,1,45.7
K02653.01,0,19.9
K02661.01,0,10.3
K07817.01,0,14.1
K02663.01,0,14.6
K02728.01,0,30.5
K02742.01,0,23.6
K03982.01,0,89.9
K03983.01,0,44.5
K07829.01,0,23.3
K03984.01,0,20.9
K03985.01,0,23.1
K03986.01,1,19.3
K03987.01,0,49.5
K01703.01,0,83.1
K07840.01,0,5.1
K01709.01,1,21.3
K01712.01,0,36.8
K01714.01,1,56.5
K01719.01,1,77.1
K01963.01,0,32.9
K07853.01,0,9.3
K01887.01,1,38.1
K01804.01,0,7.2
K01774.01,1,52.9
K02015.01,0,40.1
K01771.01,1,701.1
K07818.01,0,10.6
K02793.01,0,37.0
K02796.01,0,21.9
K02806.01,0,18.0
K02814.01,0,21.4
K02818.01,1,27.9
K02843.01,0,
K03988.01,0,43.0
K02163.02,0,18.7
K03989.01,0,11.1
K03990.01,0,38.9
K03991.01,0,29.7
K07841.01,0,11.5
K01635.01,1,658.3
K01636.01,1,24.8
K01638.01,0,83.5
K01639.01,0,6.4
K01640.01,0,19.0
K01642.01,1,23.5
K01947.01,0,30.6
K01983.01,0,34.4
K02041.01,0,14.3
K02139.01,0,38.0
K02141.01,0,38.4
K07819.01,0,19.8
K02591.01,1,34.0
K02599.01,1,214.5
K02612.01,0,13.7
K02614.01,0,17.6
K02630.01,0,11.8
K07830.01,0,8.3
K03992.01,1,31.2
K03993.01,1,136.6
K03994.01,0,26.5
K03995.01,1,141.0
K03996.01,1,49.1
K01645.01,1,185.2
K01652.01,1,954.2
K01653.01,0,23.5
K01735.01,1,61.3
K01729.01,1,153.0
K01730.01,1,1343.2
K02142.01,0,23.1
K02157.01,0,28.9
K02161.01,1,83.9
K02165.01,1,27.5
K02170.01,0,46.2
K02176.01,0,
K07821.01,1,12.0
K02772.01,0,19.6
K02782.01,1,23.3
K02783.01,0,20.6
K02784.01,0,12.3
K02788.01,1,28.1
K03997.01,0,30.0
K03998.01,1,1560.5
K02167.03,0,17.7
K03999.01,0,6.3
K04000.01,1,22.7
K07842.01,0,8.3
K01734.01,1,38.4
K01987.01,1,41.3
K01949.01,1,145.8
K01759.01,1,1334.6
K01994.01,0,45.4
K07812.01,0,7.4
K02178.01,1,10.6
K02184.01,0,23.6
K02187.01,0,8.1
